List,Sector,Short Form,Category,For TV,Market Cap,,Ticker,Cap Type,,,,SNo,Stategy,Flagship 40 (F40),Emerging 40 (E40),Smartpick 200 (S200),All listed,,List,Method,Cap,LIst Update,Volatality,Reward,Priority in Opportunity
,,,,,,,ORIENTALTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541601,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AKASH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544412,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIVYADHAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BMETRICS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517370,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MANGALAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534063,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507981,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532005,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAGARDEEP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500246,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AATMAJ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GOLDENTOBC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AURIGROW,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WHITEFORCE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519234,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522235,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MASKINVEST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531931,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530053,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522005,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538395,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511359,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513566,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507946,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544662,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544693,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507690,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530979,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504988,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544489,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542503,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524711,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531810,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544759,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GURUNANAK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540850,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BLUEPEBBLE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542627,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JISLDVREQS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538833,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539217,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530265,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARUNAYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531472,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540468,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SNEHAA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521151,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544399,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526616,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540181,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ABMINTLLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500170,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526851,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TARAPUR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531268,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511654,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HBSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544242,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509196,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ADL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526490,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544630,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526095,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538607,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544303,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,502873,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507948,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511740,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530991,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544341,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GREENLEAF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531297,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BABAFP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505685,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531454,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544392,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514412,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TNTELE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511000,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532123,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530883,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544520,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538868,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544337,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521244,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543194,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517415,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511525,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526231,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541338,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524488,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517423,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LFIC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544426,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SYNOPTICS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514442,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NMSTEEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514087,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531233,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500239,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532918,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530309,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511563,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532957,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511447,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517119,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AMBICAAGAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544607,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506003,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511169,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RULKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530959,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544471,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NKIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512217,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LASA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VLINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SEYAIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NIRMAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544270,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SOCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543286,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522207,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VERTEXPLUS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530109,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UMA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544452,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544659,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASHOKAMET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544035,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CEREBRAINT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,536846,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MADHUCON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511658,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530231,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531840,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GFSTEELS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,503229,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544400,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHRIKANHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LEXUS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512115,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AGNI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530169,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540904,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532404,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538634,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530897,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AROGRANITE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531301,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530433,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511692,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BOHRAIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524703,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530951,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543375,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FALCONTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530711,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538834,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KKVAPOW,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517546,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531832,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526345,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531328,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530525,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531752,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524440,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AUROIMPEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AKSHAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,519359,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540694,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521133,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526269,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,COUNCODOS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530757,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512587,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542802,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539761,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531557,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501370,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544437,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530695,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539246,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531144,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538539,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,533101,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541112,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HRHNEXT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531067,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531340,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532007,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521228,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GSS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507813,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,502445,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530267,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542668,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UNILEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544334,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CEDAAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511712,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NAGREEKCAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531797,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HOMESFY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CYBERMEDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,510245,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540467,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BIKEWO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,518011,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543065,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524156,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530255,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531199,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539760,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509084,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524661,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MPEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARMOUR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506858,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511012,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543518,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531280,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531168,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540006,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,533212,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532355,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AKG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539267,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504810,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531111,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505515,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FAALCON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512425,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PHOGLOBAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539455,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KRIDHANINF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531780,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531651,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544575,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIMBHALS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544625,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAIFL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,21STCENMGM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DNAMEDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514060,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544422,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531223,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539011,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530419,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514312,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531380,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,520123,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524675,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543678,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QUICKTOUCH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AGUL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544585,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543814,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509762,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505336,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539122,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511355,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539561,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524818,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539013,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530289,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539559,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524548,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541005,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543410,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531600,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526945,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544539,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531512,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530973,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523144,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543546,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MADHAV,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MORARJEE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500450,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539120,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512257,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543540,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544000,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CELLPOINT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WALPAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544393,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530855,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KEEPLEARN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GANGAFORGE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LIBAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SECL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521232,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOHITIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543914,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534741,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524080,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,534612,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,537069,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544348,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,508961,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507300,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARSHIYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,508969,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509887,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PEARLPOLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539679,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526847,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543637,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544640,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539273,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523840,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540310,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531744,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531156,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CLCIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,508922,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BULKCORP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531635,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523752,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530595,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512169,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539378,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INFOMEDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544313,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530291,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540190,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523489,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542248,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517264,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526043,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539428,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WILLAMAGOR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530037,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KAUSHALYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543341,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521178,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SGL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538646,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KANANIIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543319,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511176,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539770,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FLFL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544245,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505343,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541983,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538935,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542934,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539176,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544500,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MCON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUNREST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GSTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GML,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PARAMOUNT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526711,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501314,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500371,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530747,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531814,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532154,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531982,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532911,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MIEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532284,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530609,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538610,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544195,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TREEHOUSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530853,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KALANA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,522036,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523021,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,500206,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531533,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526355,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SITINET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AGSTRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539519,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538521,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TIMESCAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544596,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513295,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,541006,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505250,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544683,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,502933,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514177,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IDENTICAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,533100,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539354,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539310,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530407,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543941,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,501700,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,532701,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DEEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540079,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MEDIORG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526161,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,531212,Small Cap,,,,,,,,,,,,,,,,,
